Name,System,Developer,Publisher,Genre,Rating,Column 1,Column 2
Recalhorn,FBNEO,Taito,Taito,Platform / Run Jump Scrolling,0.9,,
Reckless Rufus,ZXSPECTRUM,,Alternative,,,,
Red Alarm,VIRTUALBOY,Technical Engineering Support,Nintendo,Simulation,0.7,,
Red Dead Revolver,PS2,Rockstar San Diego,Take 2 Interactive,Shooter,0.85,,
Red Dog : Superior Firepower,DREAMCAST,Argonaut Software,SEGA,"Action / Adventure, Shooter / Vehicle, 3Rd Person, Shooter, Action",0.8,,
Red Faction II,PS2,Volition,THQ,Shooter / FPV,0.75,,
Reflectron,PCENGINE,Andrew Darovich,Aetherbyte,Shooter,,,
Renegade,MASTERSYSTEM,Natsume,SEGA,Beat'em Up,0.55,,
Renegade,ZXSPECTRUM,Taito,Imagine,Action,1,,
Renegade III - The Final Chapter,ZXSPECTRUM,Ocean,Imagine Software,Action,,,
Rescue,ZXSPECTRUM,Icon Design,Mastertronic,Action,,,
Rescue Heroes : Fire Frenzy,GBC,Vicarious Vision,Mattel,Action / Labyrinth,,,
Resident Evil,GAMECUBE,Capcom,Capcom,Adventure / Survival Horror,0.8,,
Resident Evil : Director's Cut (USA),PSX,Virgin,Capcom,"Adventure / Survival Horror, Adventure",0.8,,
Resident Evil 2 (USA),PSX,Capcom,Capcom,"Adventure, Adventure / Survival Horror",0.8,,
Resident Evil 3: Nemesis,GAMECUBE,Capcom,Capcom,Adventure / Survival Horror,0.75,,
Resident Evil 4,GAMECUBE,Capcom,Capcom,Adventure / Survival Horror,0.85,,
Resident Evil Code : Veronica,DREAMCAST,Capcom,Eidos Interactive,Adventure / Survival Horror,0.95,,
Resident Evil Zero,GAMECUBE,Capcom,Capcom,Adventure / Survival Horror,0.85,,
Resident Evil: Gaiden,GBC,M4,Capcom,,0.6,,
Retrotrivia,PYGAME,Lbrpdx,https://github.com/lbrpdx/retrotrivia,Quiz,,,
Rex,ZXSPECTRUM,Creative Reality,Martech Games,Action,,,
Rez,DREAMCAST,United Game Artists,SEGA,Shoot'em Up,0.8,,
Rhino Rumble,GBC,Lost Boys Games,Telegames,Adventure,0.5,,
Riddick Bowe Boxing,GB,Equilibrium,Extreme Entertainment,Sports / Boxing,0.45,,
Ridge Racer (USA),PSX,Namco,Namco,"Race, Driving",0.6,,
Ridge Racer 64,N64,Nintendo,Nintendo,"Race, Driving",0.8,,
Ridge Racer Revolution (USA),PSX,Namco,Namco,"Race, Driving",0.6,,
Riding Hero,NEOGEO,SNK,SNK,"Race, Driving / Motorcycle Race, 3rd Pers.",0.9,,
Ring of Destruction: Slam Masters II,FBNEO,Capcom,Capcom,Fight,0.7,,
Ring of Red,PS2,Konami,Konami,Strategy,0.8,,
Ring Rage,GB,Taito,Natsume,Sports / Wrestling,0.45,,
Riot City,FBNEO,SEGA,SEGA,Fight / 2.5D,0.5,,
Rip-tide Racer,GBC,Cryo Interactive,Cryo Interactive,"Race, Driving",,,
Rise of the Dragon,SEGACD,SEGA,Dynamix,Adventure,0.8,,
Risky Challenge,FBNEO,Irem,Irem,Puzzle-Game / Fall,0.7,,
Ristar,MEGADRIVE,SEGA,SEGA,"Platform, Action",0.8,,
River City Ransom,NES,Technos Japan Corp.,Infogrames,Beat'em Up,0.8,,
River Raid,COLECOVISION,Activision,Activision,"Action, Shoot'em Up / Vertical, Shoot'em Up",0.6,,
Road & Track Presents : The Need for Speed,SATURN,Pioneer Productions,Electronic Arts,"Race, Driving",0.8,,
Road Avenger,SEGACD,Wolf Team,SEGA,"Race, Driving",0.75,,
Road Champs : BXS Stunt Biking,GBC,HotGen,Activision,Sports / Cycling,0.6,,
Road Rash,SATURN,Buzz Puppet,Electronic Arts,"Race, Driving / Motorcycle Race, 3rd Pers.",0.65,,
Road Rash II,MEGADRIVE,Electronic Arts,Electronic Arts,"Race, Driving",0.6,,
Road Runner,SNES,Sunsoft,Sunsoft,Platform,0.55,,
Road Runner's Death Valley Rally,SNES,Sunsoft,Sunsoft,Platform,0.55,,
Robin Hood,COLECOVISION,Xonox,Xonox,Action,,,
Robin Hood,GBC,Planet Interactive,Electronic Arts,Role playing games,0.6,,
Robin of Sherwood - The Touchstones of Rhiannon,ZXSPECTRUM,Adventure International,Adventure International,Adventure,,,
Robo Aleste,SEGACD,Compile,SEGA,Shoot'em up / Vertical,0.7,,
Robo Army,FBNEO,SNK,SNK,Beat'em Up,0.6,,
Robo Army,NEOGEO,SNK,SNK,Beat'em Up,0.7,,
Robocop,FBNEO,Data East,Data East,Shooter / Run and Gun,0.6,,
RoboCop,ZXSPECTRUM,Ocean,Ocean,Action,0.8,,
Robocop 2,FBNEO,Data East,Data East,Fight / 2.5D,0.6,,
RoboCop 2,ZXSPECTRUM,Ocean,Ocean,Action,,,
Robocop 3,MASTERSYSTEM,Eden Entertainment Software,Flying Edge,Platform / Shooter Scrolling,0.55,,
RoboCop 3,ZXSPECTRUM,Probe Software Ltd.,Ocean,Action,,,
Robot Wars - Metal Mayhem,GBC,Tiertex,BBC Multimedia,Strategy,,,
Robotron 2084,ZXSPECTRUM,Williams,Atari,Action,,,
Robotron: 2084,FBNEO,Vid Kidz,Vid Kidz,Shooter,0.9,,
Roc 'n Rope,COLECOVISION,Konami,Coleco,Platform / Run Jump,0.7,,
Roc'n Rope,FBNEO,Konami,Konami,Platform / Run Jump,0.9,,
Rock 'n Bolt,COLECOVISION,Activision,Telegames,Action,,,
Rock 'N Roll Racing,GBA,Mass Media,Blizzard Classic Arcade,"Race, Driving",0.45,,
Rock n' Roll Racing,MEGADRIVE,Blizzard Entertainment,Interplay,"Race, Driving",0.75,,
Rock N' Roll Racing,SNES,Silicon & Synapse,Interplay,"Race, Driving",0.85,,
Rock-on,PCENGINE,Manjyudo,Big Club,Shoot'em up / Horizontal,0.6,,
Rocket Knight Adventures,MEGADRIVE,Konami,Konami,"Platform, Action",0.8,,
Rocky,PS2,Rage Software,Ubisoft,Sports / Boxing,0.85,,
Rocky - Super Action Boxing,COLECOVISION,Coleco,Coleco,Sports / Boxing,,,
Rocky Mountain Trophy Hunter,GBC,Xantera,Infogrames,Hunting and Fishing / Hunting,,,
Rod Land,FBNEO,Jaleco,Jaleco,Platform / Run Jump,0.7,,
Rod-Land,ZXSPECTRUM,Jaleco,Storm,Action,0.35,,
Roger Clemens Mvp Baseball,GB,Sculptured Software,LJN,Sports / Baseball,0.5,,
Rogue Galaxy,PS2,Level 5,Sony Computer Entertainment,Role Playing Game / Action RPG,0.85,,
Rohga Armor Force,FBNEO,Data East,Data East,Platform / Shooter Scrolling,0.6,,
Rollergames,FBNEO,Konami,Konami,Sports,0.5,,
Rolling Thunder,FBNEO,Namco,Namco,Shooter / Run and Gun,0.9,,
Rolling Thunder 2,FBNEO,Namco,Namco,Shooter / Run and Gun,0.9,,
Rolling Thunder 3,MEGADRIVE,Namco,Namco,Shooter / Run and Gun,0.8,,
Rolloverture,COLECOVISION,Sunrise Software,Sunrise Software,Strategy,,,
Romance of the Three Kingdoms II,MEGADRIVE,Koei,Koei,"Strategy, Action",0.6,,
Romance of the Three Kingdoms II,NES,Koei,Koei,Strategy,0.6,,
Romance of the Three Kingdoms II,SNES,Koei,Koei,Strategy,0.6,,
Rox,GBC,Altron,Titus,Puzzle-Game,,,
Ruff and Reddy in The Space Adventure,ZXSPECTRUM,PAL Developments,HiTech Software,Action,,,
Rugby World Cup 1995,MEGADRIVE,EA Sports,EA Sports,Sports / Rugby,0.65,,
Ruiner Pinball,JAGUAR,High Voltage,Atari,Pinball,0.6,,
Running Battle,MASTERSYSTEM,Opera House,SEGA,Beat'em Up,0.5,,
Rygar - Legendary Warrior,ZXSPECTRUM,Tecmo,U.S. Gold,Action,,,
Ryu Jin,FBNEO,Taito,Taito,Shoot'em up / Vertical,0.7,,
Ryukyu,PCENGINE,FACE,ASCII,Casino / Cards,0.6,,
Saboten Bombers,FBNEO,,,Platform / Run Jump,0.5,,
Saboteur,ZXSPECTRUM,Durell Software,Durell Software,Adventure,0.6,,
Saboteur II - Avenging Angel,ZXSPECTRUM,Durell Software,Durell Software,Action,,,
"Sabrina : The Animated Series, Spooked!",GBC,Wayforward,Simon & Schuster Interactive,Platform,0.65,,
"Sabrina : The Animated Series, Zapped!",GBC,Wayforward,Havas Interactive,Platform,0.6,,
Sagaia,MASTERSYSTEM,Natsume,Taito,"Shoot'em Up / Horizontal, Shoot'em Up",0.6,,
Sai Combat,ZXSPECTRUM,Mirrorsoft Ltd.,Mirrorsoft Ltd.,Simulation,,,
Saint Dragon,FBNEO,NMK,Jaleco,Shoot'em up / Horizontal,0.65,,
Salamander,FBNEO,Konami,Konami,Shoot'em up / Horizontal,0.9,,
Salamander,PCENGINE,Konami,Konami,Shoot'em up / Horizontal,0.85,,
Salamander,ZXSPECTRUM,"Andrew J. Glaister, Stuart J. Ruecroft",Imagine Software,Shoot'em Up,,,
Sammy Lightfoot,COLECOVISION,Sierra,Sierra On-Line,Action,,,
Samurai Aces,FBNEO,Psikyo,Psikyo,Shoot'em up / Vertical,0.9,,
Samurai Jack : The Amulet of Time,GBA,Virtucraft,Zoo Digital Publishing,Platform,0.9,,
Samurai Shodown,GB,Takara,Takara,Fight / Versus,0.75,,
Samurai Shodown,NEOGEO,SNK,SNK,Fight / Versus,0.75,,
Samurai Shodown II,FBNEO,SNK,SNK,"Fight, Fight / Versus",0.8,,
Samurai Shodown II,NEOGEO,SNK,SNK,Fight / Versus,0.8,,
Samurai Shodown III,FBNEO,SNK,SNK,"Fight, Fight / Versus",0.8,,
Samurai Shodown III,NEOGEO,SNK,SNK,Fight / Versus,0.85,,
Samurai Shodown IV - Amakusa's Revenge,NEOGEO,SNK,SNK,Fight / Versus,0.95,,
Samurai Shodown V,NEOGEO,Yuki Enterprise,SNK,Fight / Versus,0.9,,
Samurai Shodown V Special,FBNEO,Yuki Enterprise,SNK,Fight / Versus,0.9,,
Samurai Shodown V Special,NEOGEO,Yuki Enterprise,SNK,Fight / Versus,0.9,,
San Francisco Rush : Extreme Racing,N64,Midway,GT Interactive,"Race, Driving",0.6,,
Santa Claus Junior,GBC,NEON Software,JoWood Produtions,Action,0.7,,
Santatlantean,PCENGINE,Andrew Darovich,Aetherbyte,Shoot'em up / Horizontal,,,
SAR: Search And Rescue,FBNEO,SNK,SNK,Shooter / Run and Gun,0.5,,
Satan's Hollow,FBNEO,Arcade Engineering,Bally Midway,Shooter / Space Invaders Like,0.9,,
Saturday Night Slam Masters,FBNEO,Capcom,Capcom,Sports / Wrestling,0.9,,
Saturn Bomberman,SATURN,Hudson,Hudson,Action / Labyrinth,0.75,,
Savage,ZXSPECTRUM,Probe Software Ltd.,Firebird,Action,,,
Savage Reign,NEOGEO,SNK,SNK,Fight / Versus,0.7,,
Scooby-Doo Mystery,MEGADRIVE,Sunsoft,Acclaim,"Adventure, Platform",0.8,,
Scooby-Doo! : Classic Creep Capers,GBC,Digital Eclipse,THQ,Adventure,0.6,,
Scramble,FBNEO,Konami,Konami,Shoot'em up / Horizontal,0.9,,
Scramble Spirits,ZXSPECTRUM,SEGA,Grandslam Entertainment Ltd.,Action,,,
Scrambled Egg,FBNEO,Technos Japan,Tecmo,Action / Labyrinth,0.5,,
Scud Race,MODEL3,SEGA,SEGA,"Race, Driving / Race 3rd Pers. view",0.85,,
Scud Race Plus,MODEL3,Sega,Sega,Driving / Race (chase view),0.85,,
SD Gundam - Dimension War,VIRTUALBOY,Bandai Namco,Bandai Namco,Strategy,0.3,,
Sea Bass Fishing,SEGASTV,A Wave Inc,A Wave Inc,Hunting and Fishing / Fishing,0.7,,
Secret Agent,FBNEO,Data East,Data East,Shooter / Run and Gun,0.8,,
Secret of Evermore,SNES,Square Enix,Square Enix,Role playing games,0.75,,
Secret of Mana,SNES,Square,Square,Role playing games,0.8,,
Sector Alpha,COLECOVISION,Spectravision,Spectravision,Action,,,
Sega Ages - Outrun,SATURN,AM R&D Dept. #2,SEGA,"Race, Driving",0.7,,
Sega Bass Fishing,MODEL3,SEGA,SEGA,Hunting and Fishing / Fishing,0.7,,
Sega GT,DREAMCAST,Wow Entertainment,SEGA,"Race, Driving",0.8,,
Sega Rally 2,MODEL3,SEGA,SEGA,"Race, Driving / Race 3rd Pers. view",0.9,,
Sega Rally Championship,SATURN,SEGA,SEGA,"Race, Driving",0.8,,
Sega Rally Revo,PSP,Bugbear Entertainment,SEGA,"Racing, Driving",0.8,,
Sega Touring Car Championship,SATURN,CSK,SEGA,"Race, Driving",0.7,,
Sengoku,FBNEO,SNK,SNK,Fight / Versus,0.5,,
Sengoku,NEOGEO,SNK,SNK,Fight / Versus,0.5,,
Sengoku 2,NEOGEO,SNK,SNK,Fight / 2D,0.7,,
Sengoku 3,FBNEO,Noise Factory,SNK,"Beat'em Up, Fight / 2D, Fight",0.8,,
Sengoku 3,NEOGEO,Noise Factory,SNK,Fight / 2D,0.8,,
Sensible Soccer : International Edition,JAGUAR,Renegade Software,Telegames,"Sports / Soccer, Sports",0.4,,
Sensible Soccer : International Edition,MEGADRIVE,Renegade Software,Sensible Software,"Sports, Sports / Soccer",0.6,,
Sesame Street : Big Bird's Hide & Speak,NES,Riedel Software Productions,Hi-Tec Software,Educational,0.4,,
Sesame Street ABC,NES,Zippo Games,Hi-Tec Software,Educational,0.4,,
Sesame Street ABC & 123,NES,Zippo Games,Hi-Tec Software,Educational,0.45,,
Sesame Street Countdown,NES,Riedel Software Productions,Hi-Tec Software,Educational,0.4,,
Sesame Street Sports,GBC,Bonsai Entertainment,SesameWorkshop,Sports / Multisports,,,
Sewer Sam,COLECOVISION,Interphase Technologies,Interphase Technologies,Action,,,
Sgt. Rock : On the Frontline,GBC,Altron,Bam Entertainment,Shooter,0.75,,
Shadow Dancer,FBNEO,SEGA,SEGA,Platform / Fighter Scrolling,0.8,,
Shadow Dancer,MASTERSYSTEM,SEGA,SEGA,Beat'em Up,0.6,,
Shadow Dancer : The Secret of Shinobi,MEGADRIVE,SEGA,SEGA,"Beat'em Up, Action, Platform",0.8,,
Shadow Force,FBNEO,Technos Japan,Tecmo,Fight / 2.5D,0.7,,
Shadow of the Beast II,MEGADRIVE,Reflections Interactive Limited,Electronic Arts,"Action, Platform",0.4,,
Shadow Squadron,SEGA32X,SEGA,SEGA,Shoot'em Up,0.75,,
Shadowrun,MEGADRIVE,Sky Fallen,SEGA,Role playing games,0.75,,
Shadowrun,SNES,Data East,Beam Software,Role playing games,0.75,,
Shanghai - The Great Wall / Shanghai Triple Threat,SEGASTV,Activision,Sunsoft,Asiatic board game / Mahjong,0.7,,
Shanghai Karate,ZXSPECTRUM,,Players Software,Action,,,
Shaun Palmer's Pro Snowboarder,GBC,ITL,Activision,Sports / Skiing,,,
Shenmue,DREAMCAST,SEGA AM2,SEGA,Adventure / RealTime 3D,0.8,,
Shienryu,SEGASTV,Warashi,Warashi,Shoot'em up / Vertical,0.65,,
"Shiiion, SirMangler",FLATPAK,,,,,,
Shin Megami Tensei : Persona,PSP,ITL,Atlus,Role Playing Game / Japanese RPG,0.6,,
Shin Megami Tensei : Persona 3 Portable,PSP,Atlus,Atlus,Role Playing Game,0.9,,
Shining Force,MEGADRIVE,Climax Studios,SEGA,"Role Playing Games, Strategy, Tactical Rpg",0.6,,
Shining Force CD,SEGACD,Sonic! Software Planning,SEGA,Role playing games / Tactical RPG,0.8,,
Shining Force II,MEGADRIVE,Camelot Software,SEGA,"Role Playing Games, Tactical Rpg",0.8,,
Shinobi,FBNEO,SEGA,SEGA,"Platform / Fighter Scrolling, Platform",0.8,,
Shinobi,MASTERSYSTEM,SEGA,SEGA,"Platform, Beat'em Up",0.8,,
Shinobi,PCENGINE,Asmik,SEGA,"Action, Platform, Beat'em Up",0.8,,
Shinobi,ZXSPECTRUM,SEGA,Virgin,Action,,,
Shinobi III : Return of the Ninja Master,MEGADRIVE,Megasoft,SEGA,Platform,0.8,,
Shinobi Legions,SATURN,SEGA,SEGA,Action,0.85,,
Shock Troopers,FBNEO,Saurus,SNK,Shooter / Run and Gun,0.8,,
Shock Troopers,NEOGEO,Saurus,SNK,Shooter / Run and Gun,0.8,,
Shock Troopers : 2nd Squad,FBNEO,Saurus,SNK,"Shoot'em Up, Shooter / Run And Gun, Shooter",0.6,,
Shock Troopers : 2nd Squad,NEOGEO,Saurus,SNK,Shooter / Run and Gun,0.75,,
Shockway Rider,ZXSPECTRUM,Carter Follis Software Associates,FTL - Faster Than Light,Action,0.75,,
Short Circuit,ZXSPECTRUM,Ocean,Ocean,Adventure,,,
Shrek : Swamp Kart Speedway,GBA,Prolific,TDK,"Race, Driving",0.45,,
Side Arms - Hyper Dyne,FBNEO,Capcom,Capcom,Shoot'em up / Horizontal,0.7,,
Side Pocket,NES,Data East,Data East,"Sports, Sports / Pool",0.2,,
SideArms,PCENGINE,Capcom,Radiance Software,"Shoot'em Up, Action, Shoot'em Up / Horizontal",0.6,,
Sigma 7,ZXSPECTRUM,"Mike A. Richardson, Julian Breeze, Jane Richardson",Durell Software,Action,,,
Silent Debuggers,PCENGINE,Data East,NEC,Shooter / 1st person,0.8,,
Silent Dragon,FBNEO,Taito,Taito,Fight / 2.5D,0.5,,
Silent Hill : Shattered Memories,PS2,Climax,Konami,Adventure / Survival Horror,0.7,,
Silent Hill (USA),PSX,Team Silent,Konami,"Adventure / Survival Horror, Adventure, Action",0.8,,
Silent Hill 2,PS2,KCET,Konami,Adventure / Survival Horror,0.9,,
Silent Hill 3,PS2,KCET,Konami,Adventure / Survival Horror,0.9,,
Silent Hill 4 : The Room,PS2,Konami,Konami,Adventure / Survival Horror,0.8,,
Silent Hill Origins,PS2,Climax,Konami,Adventure / Survival Horror,0.8,,
Silent Scope,DREAMCAST,Konami Computer Entertainment Studios,Konami,Lightgun Shooter,0.6,,
Silkworm,ZXSPECTRUM,Tecmo,Virgin,Action,0.35,,
Silpheed,SEGACD,Game Arts,SEGA,Shoot'em Up,0.7,,
Sim City,ZXSPECTRUM,Maxis Software,Erbe Software,Simulation,0.65,,
Sir Lancelot,COLECOVISION,Xonox,Xonox,Action,0.2,,
Sir Lancelot,ZXSPECTRUM,Studio B Ltd.,Melbourne House,Action,,,
Skate or Die : Tour de Thrash,GB,Electronic Arts,Electronic Arts,Sports / Skateboard,0.5,,
Ski Champ,MODEL3,SEGA,SEGA,Sports / Skiing,0.65,,
Skies of Arcadia,DREAMCAST,,,,,,
Skies of Arcadia Legends,GAMECUBE,Overworks,SEGA,Role Playing Game,0.95,,
Skiing,COLECOVISION,Telegames,Telegames,Sports,,,
Skool Daze,ZXSPECTRUM,Microsphere Computer Services Ltd.,Microsphere Computer Services Ltd.,Adventure,0.8,,
Sky Challenger,SEGASTV,SEGA,SEGA,"Race, Driving / Plane",0.7,,
Sky Kid,FBNEO,Namco,Namco,Shoot'em up / Horizontal,0.7,,
Sky Shark,FBNEO,Toaplan,Taito,Shoot'em up / Vertical,0.5,,
Skyhammer,JAGUAR,Rebellion,Songbird Productions,Lightgun Shooter,0.8,,
Slap Fight,ZXSPECTRUM,Probe Software Ltd.,Imagine Software,Shoot'em Up,,,
Slap Shot,FBNEO,Taito,Taito,Sports / Hockey,0.5,,
Slap Shot,MASTERSYSTEM,Sims,SEGA,"Sports, Sports / Hockey",0.6,,
Slither,COLECOVISION,Coleco,Coleco,Action,,,
Slurpy,COLECOVISION,Emag,Xonox,Action,0.7,,
Sly 2 : Band of Thieves,PS2,Sucker Punch Productions,Sony Computer Entertainment,Platform,0.9,,
Sly 3 : Honor Among Thieves,PS2,Sucker Punch Productions,Sony Computer Entertainment,Platform,0.9,,
Sly Cooper and the Thievius Raccoonus,PS2,Sucker Punch Productions,Sony Computer Entertainment,Platform,0.85,,
Small Soldiers,GB,Tiertex,THQ,Platform,0.65,,
Smash T.V.,NES,Williams,Acclaim,"Shooter, Shoot'em Up",0.6,,
Smash Tennis,SNES,Namco,Namco,Sports / Tennis,0.85,,
Smash TV,ZXSPECTRUM,Williams,Ocean,Action,0.8,,
Smurf Rescue in Gargamel's Castle,COLECOVISION,"Coleco Industries, Inc.","Coleco Industries, Inc.",Action,0.6,,
Smurf: Paint 'n' Play Workshop,COLECOVISION,Coleco,Coleco,Educational,0.85,,
Snare!,ZXSPECTRUM,,Beyond Belief,,,,
Snatcher,SEGACD,Konami,Konami,Adventure,0.8,,
Snoopy: The Cool Computer Game,ZXSPECTRUM,"Edge, The","Edge, The",Adventure,0.4,,
Snow Bros. - Nick & Tom,FBNEO,Toaplan,Toaplan,Platform / Run Jump,0.9,,
Snow Bros. 2 : With New Elves,FBNEO,Toaplan,Hanafram,Platform / Run Jump,0.8,,
Snow Bros. Nick & Tom,MEGADRIVE,Toaplan,Tengen,Action,0.75,,
Snowboard Kids 2,N64,Racdym,Atlus,"Sports / Skiing, Race, Driving, Sports",0.8,,
Soccer Brawl,FBNEO,SNK,SNK,Sports / Soccer,0.8,,
Soccer Brawl,NEOGEO,SNK,SNK,Sports / Soccer,0.8,,
Soccer Challenge,ZXSPECTRUM,"Enigma Variations Ltd, David Bland",Alternative Software,Action,,,
Soccer Kid,JAGUAR,Krisalis Software,Songbird Productions,Platform,0.6,,
Sol Divide: Sword of Darkness,FBNEO,Psikyo,Psikyo,Shoot'em up / Horizontal,0.7,,
Sol-Feace,SEGACD,Wolf Team,SEGA,Shoot'em up / Horizontal,0.7,,
Solar Jetman : Hunt for the Golden Warpship,NES,Rareware,Nintendo,Shooter,0.6,,
Solar Warrior,FBNEO,Technos Japan,Technos Japan,Platform / Shooter Scrolling,0.7,,
Soldier Blade,PCENGINE,Hudson,Hudson,"Shoot'em Up, Shoot'em Up / Vertical",0.6,,
Soldier of Fortune,ZXSPECTRUM,Graftgold,Firebird Software,Action,,,
Solomon's Key,ZXSPECTRUM,Tecmo,U.S. Gold,Strategy,0.6,,
Sonic & Knuckles,MEGADRIVE,SEGA,SEGA,Platform,0.8,,
Sonic 3D Blast,SATURN,Travellers Tales,SEGA,Platform,0.65,,
Sonic Advance,GBA,Sonic Team,SEGA,Platform,0.8,,
Sonic Adventure 2 Battle,GAMECUBE,SEGA,Infogrames,Platform,0.9,,
Sonic Adventure DX : Director's Cut,GAMECUBE,Sonic Team,SEGA,Platform,0.8,,
Sonic CD,SONICRETRO,Sega,Sega,Platform,0,,
Sonic Chaos,MASTERSYSTEM,Aspect,SEGA,Platform,0.7,,
Sonic Jam,SATURN,SEGA,SEGA,Compilation,0.85,,
Sonic Mania,SONIC-MANIA,"Cristian Whitehead, Headcanon, PagodaWest Games",Sega,Platform,,,
Sonic Pinball Party,GBA,Sonic Team,SEGA,Pinball,0.6,,
Sonic R,SATURN,SEGA,SEGA,"Race, Driving",0.75,,
Sonic the Hedgehog,MASTERSYSTEM,Ancient,SEGA,Platform,0.6,,
Sonic The Hedgehog,MEGADRIVE,SEGA,SEGA,"Platform, Action",0.8,,
Sonic the Hedgehog,SONICRETRO,Sega,Sega,,0,,
Sonic The Hedgehog 2,MASTERSYSTEM,Aspect,SEGA,Platform,0.6,,
Sonic The Hedgehog 2,MEGADRIVE,SEGA,SEGA,"Platform, Action",0.8,,
Sonic The Hedgehog 2,SONICRETRO,Sega,Sega,,0,,
Sonic The Hedgehog 3,MEGADRIVE,Sonic Team,SEGA,"Platform, Action",0.8,,
Sonic the Hedgehog CD,SEGACD,Sonic Team,SEGA,Platform,0.8,,
Sonic Unleashed,FLATPAK,Sonic Team,Sega,"Action, Adventure, Platform",,,
Sonic Wings Special,SATURN,Video System,Media Quest,Shoot'em Up,0.4,,
Sorcer Striker,FBNEO,Raizing,Raizing,Shoot'em up / Vertical,0.7,,
Soukyugurentai / Terra Diver,SEGASTV,Raizing,Raizing,Shoot'em up / Vertical,0.7,,
Soul Star,SEGACD,Core Design,Core Design,Shoot'em Up,0.85,,
SoulCalibur,DREAMCAST,Namco,Namco,Fight,0.8,,
SoulCalibur : Broken Destiny,PSP,Bandai Namco,Ubisoft,Fighting / 3D,0.75,,
SoulCalibur II,GAMECUBE,Namco,Namco,Fighting / 3D,0.8,,
Soulcalibur III,PS2,Namco,Namco,Fighting / 3D,0.9,,
Space Channel 5,DREAMCAST,SEGA,SEGA,Music And Dance,0.8,,
Space Fury,COLECOVISION,SEGA,Coleco,Action,0.75,,
Space Gun,MASTERSYSTEM,Cream,Taito,Lightgun Shooter,0.6,,
Space Harrier,FBNEO,SEGA AM2,SEGA,Shooter / 3rd person,0.8,,
Space Harrier,SEGA32X,SEGA,SEGA,Shooter / 3rd person,0.7,,
Space Invaders,GB,Taito,Nintendo,Shooter / Space Invaders Like,0.7,,
Space Invaders - Virtual Collection,VIRTUALBOY,Taito,Taito,Shooter / Space Invaders Like,,,
Space Invaders / Space Invaders M,FBNEO,Taito,Taito,"Shooter / Space Invaders Like, Shooter",0.8,,
Space Invaders DX,FBNEO,Taito,Taito,Shooter / Space Invaders Like,0.9,,
Space Megaforce,SNES,Compile,Toho,Shoot'em Up,0.95,,
Space Panic,COLECOVISION,Universal,Coleco,Platform / Run Jump,0.75,,
Space Raiders,ZXSPECTRUM,Psion Software Ltd.,Sinclair Research,Action,,,
Space Twins,GBA,9wires,9wires,Puzzle-Game,,,
Spanky's Quest,GB,Natsume,Natsume,Platform / Run Jump,0.75,,
Sparkster,MEGADRIVE,Konami,Konami,"Platform, Action",0.6,,
Spawn : In the Demon's Hand,DREAMCAST,Capcom,Eidos Interactive,"Beat'em Up, Action / Adventure, Action",0.8,,
Special Criminal Investigation,PCENGINE,Taito,Taito,Action,0.8,,
Spectron,COLECOVISION,Spectravideo,Spectravideo,Shooter / Space Invaders Like,,,
Speed Spin,FBNEO,TCH,TCH,Sports / Table tennis,0.7,,
Speedball 2 Evolution,PSP,Tower,Vivid Games,Sports,0.55,,
Speedboat Assassin,ZXSPECTRUM,Binary Design,Virgin,"Race, Driving",,,
Spellbound,ZXSPECTRUM,Mastertronic,Mastertronic Added Dimension,Role playing games,,,
Spelunker,FBNEO,Irem,Irem,Platform / Run Jump Scrolling,0.7,,
Spider-Man,DREAMCAST,Neversoft Entertainment,Activision,Action,0.8,,
Spider-Man,MASTERSYSTEM,Technopop,SEGA,Platform,0.8,,
Spider-Man,SNES,Western Technologies,LJN,Action,0.85,,
Spider-Man (USA),PSX,Activision,Neversoft,Action,0.8,,
Spider-Man & Venom : Maximum Carnage,MEGADRIVE,Software Creations,Acclaim,Beat'em Up,0.6,,
Spider-Man & Venom : Maximum Carnage,SNES,Software Creations,LJN,Beat'em Up,0.65,,
Spider-Man 2,PSP,Vicarious Visions,Activision,Action,0.65,,
Spider-Man: The Videogame,FBNEO,SEGA,SEGA,Platform / Fighter Scrolling,0.7,,
Spikeout: Digital Battle Online,MODEL3,SEGA,SEGA,Beat'em Up,0.8,,
Spikeout: Final Edition,MODEL3,SEGA,SEGA,Fight / 3D,0.8,,
Spin Master,FBNEO,Data East,Data East,Platform / Shooter Scrolling,0.65,,
Spin Master,NEOGEO,Data East,Data East,Platform / Shooter Scrolling,0.65,,
Splat!,ZXSPECTRUM,Incentive Software Ltd.,Incentive Software Ltd.,Action,0.8,,
Splatter House,FBNEO,Namco,Namco,Fight / 2D,0.7,,
Splatterhouse,PCENGINE,Namco,NEC,"Beat'em Up, Action",0.6,,
Spongebob Squarepants : Creature From The Krusty Krab,GBA,Wayforward,THQ,Platform,0.65,,
SpongeBob SquarePants : Revenge of the Flying Dutchman,GBA,Vicarious Visions,THQ,Action / Adventure,0.6,,
Spongebob Squarepants : Supersponge,GBA,Climax,THQ,Platform,0.65,,
Sports Illustrated for Kids : The Ultimate Triple Dare!,GB,Halestorm,Malibu Games,Sports / Extreme,0.5,,
Spy Hunter,COLECOVISION,Bally Midway,Coleco,"Race, Driving",0.35,,
Spy Muppets : License to Croak,GBA,Vicarious Vision,TDK,Casual Game,0.55,,
