Name,System,Developer,Publisher,Genre,Rating,Column 1,Column 2
Need for Speed : Most Wanted,GAMECUBE,Electronic Arts,Electronic Arts,"Racing, Driving",0.85,,
Need for Speed : Underground 2,PS2,Electronic Arts,Electronic Arts,"Racing, Driving",0.9,,
Nemesis,FBNEO,Konami,Konami,Shoot'em up / Horizontal,0.9,,
Nemesis the Warlock,ZXSPECTRUM,Creative Reality,Martech Games,Action,0.75,,
Nemo,FBNEO,Capcom,Capcom,Platform / Fighter Scrolling,0.9,,
Neo Bomberman,NEOGEO,SNK,Hudson,Action / Labyrinth,0.75,,
Neo Drift Out - New Technology,FBNEO,SNK,SNK,"Race, Driving / Race",0.7,,
Neo Drift Out - New Technology,NEOGEO,SNK,SNK,"Race, Driving / Race",0.7,,
Neo Mr. Do!,NEOGEO,Visco,SNK,Action / Labyrinth,0.9,,
Neo Turf Masters,FBNEO,Nazca,SNK,Sports / Golf,0.9,,
Neo Turf Masters,NEOGEO,Nazca,SNK,Sports / Golf,0.9,,
Neo-Geo Cup '98 - The Road to the Victory,NEOGEO,SNK,SNK,Sports / Soccer,0.7,,
Nerae! Super Goal,SEGASTV,SEGA,SEGA,Sports / Soccer,,,
Nester's Funky Bowling,VIRTUALBOY,Saffire Corporation,Nintendo,Sports / Bowling,0.6,,
Neutopia,PCENGINE,Hudson,NEC,"Action, Adventure",0.8,,
Neutopia II,PCENGINE,Hudson,Hudson,"Action, Adventure",0.6,,
New Adventure Island,PCENGINE,Hudson,Hudson,Platform,0.6,,
NEW Super Mario Bros,WII,,,,0,,
NEWER Super Mario Bros,WII,,,,0,,
NFL '95,MEGADRIVE,Double Diamond Sports,SEGA,Sports / Football,,,
NFL Blitz,GBC,Digital Eclipse,Midway,Sports / Football,0.45,,
NFL Blitz,N64,Midway,Midway,"Sports, Sports / Football",0.8,,
NFL Blitz : Special Edition,N64,Point Of View,Midway,"Sports, Sports / Football",0.6,,
NFL Blitz 2001,GBC,Morning Star Multimedia,Midway,Sports / Football,,,
NFL Blitz 2001,N64,Midway,Midway,"Sports, Sports / Football",0.6,,
NFL Quarterback Club,SEGA32X,Iguana Entertainment,Acclaim,Sports / Football,0.6,,
NHL '94,MEGADRIVE,High Score Productions,Electronic Arts,Sports / Hockey,0.9,,
NHL 96,SNES,High Score Productions,Electronic Arts,Sports,0.5,,
NHL 99,N64,MBL Research,EA Sports,"Sports, Sports / Hockey",0.6,,
NHL All-Star Hockey '95,MEGADRIVE,Gray Matter,SEGA,"Sports, Sports / Hockey",,,
NHL Blades of Steel 2000,GBC,Konami,Konami,Sports / Hockey,0.8,,
NHLPA Hockey 93,MEGADRIVE,Park Place Productions,Electronic Arts,"Sports, Sports / Hockey",0.8,,
Nibbler,FBNEO,Rock-Ola,Rock-Ola,Action / Labyrinth,0.9,,
Nigel Mansell's Grand Prix,ZXSPECTRUM,DJL Software Ltd.,Martech Games,Simulation,0.6,,
Night Shift,ZXSPECTRUM,Attention To Detail,U.S. Gold,Action,,,
Night Slashers,FBNEO,Data East,Data East,Fight / 2.5D,0.7,,
Night Warriors: Darkstalkers' Revenge,FBNEO,Capcom,Capcom,Fight / Versus,0.7,,
Nightmare in the Dark,FBNEO,AM Factory,SNK,Platform / Run Jump,0.6,,
Nightmare in the Dark,NEOGEO,AM Factory,SNK,Platform / Run Jump,0.6,,
NiGHTS into Dreams...,SATURN,Sonic Team,SEGA,Action / Adventure,0.8,,
NikoChan Battle,VIRTUALBOY,Bullet Proof Software,Bullet Proof Software,Shooter / 1st person,0.4,,
Ninja Baseball Bat Man,FBNEO,Irem,Irem,Fight / 2.5D,0.8,,
Ninja Combat,NEOGEO,Alpha Denshi,SNK,Beat'em Up,0.75,,
Ninja Commando,FBNEO,ADK,SNK,Shooter / Run and Gun,0.8,,
Ninja Commando,NEOGEO,ADK,SNK,Shooter / Run and Gun,0.8,,
Ninja Five-0,GBA,Hudson,Konami,Platform,0.65,,
Ninja Gaiden,MASTERSYSTEM,Sims,SEGA,Platform,0.8,,
Ninja Gaiden,PCENGINE,Tecmo,Hudson,Platform,0.7,,
Ninja Gaiden II : The Dark Sword of Chaos,NES,Tecmo,Tecmo,"Beat'em Up, Action",0.8,,
Ninja Hamster,ZXSPECTRUM,,CRL Group,Action,,,
Ninja Master's: Haō Ninpō Chō,NEOGEO,ADK,SNK,Fight / Versus,0.7,,
Ninja Spirit,FBNEO,Irem,Irem,Fight / 2D,0.9,,
Ninja Spirit,PCENGINE,Irem,Irem,"Action, Platform",0.8,,
No Fear - Downhill Mountain Biking,GBC,Codemasters,THQ,Sports / Cycling,,,
Nobunaga's Ambition II,NES,Koei,Koei,Strategy,0.8,,
Nonterraqueous,ZXSPECTRUM,"Stephen N. Curtis, Mark Jacobs",Mastertronic,Action,,,
North Star,ZXSPECTRUM,Sentient Software,Gremlin Graphics Software,Action,,,
Nosferatu the Vampyre,ZXSPECTRUM,Design Design,Piranha,Adventure,0.8,,
Nostradamus,FBNEO,FACE,FACE,Shoot'em up / Vertical,0.5,,
Nova Blast,COLECOVISION,Imagic,Imagic,Shoot'em up / Horizontal,,,
O'leary Manager 2000,GBC,LiveMedia UK,Ubisoft,Sports / Soccer,0.8,,
Oddworld : Abe's Oddysee (USA),PSX,Oddworld Inhabitants,GT Interactive,"Adventure, Platform",0.8,,
Ogre Battle : The March of the Black Queen,SNES,Quest,Enix,Strategy,0.75,,
Ogre Battle 64 : Person of Lordly Caliber,N64,Quest,Atlus,"Role Playing Games, Strategy",0.8,,
Oh Mummy!!,ZXSPECTRUM,Gem Software,Gem Software,Action,0.6,,
Oh My God!,FBNEO,Atlus,Atlus,Puzzle-Game / Fall,0.5,,
Oil's Well,COLECOVISION,Sierra,Sierra On-Line,Action / Labyrinth,0.6,,
Okami,PS2,Clover,Capcom,Adventure,0.95,,
Olympiad '86,ZXSPECTRUM,Barry Jones,Atlantis Software,Sports,,,
Olympic Gold,MASTERSYSTEM,U.S. Gold,U.S. Gold,Sports / Multisports,0.55,,
Olympic Summer Games,GB,Tiertex,Black Pearl Software,Sports / Multisports,0.7,,
Omega Boost (USA),PSX,Polyphony Digital,Sony,"Shooter, Action",0.8,,
Omega Race,COLECOVISION,Bally Midway,Coleco,Action,0.65,,
On the Run,ZXSPECTRUM,"Graham Stafford, Stuart J. Ruecroft, Jon Ritman",Design Design Software,Action,,,
One-on-One,COLECOVISION,Micro Fun,Micro Fun,Sports,0.4,,
Operation C,GB,Konami,Ultra Games,Shooter / Run and Gun,0.9,,
Operation Thunderbolt,ZXSPECTRUM,Taito,Ocean,Action,,,
Operation Wolf,ZXSPECTRUM,Taito,Ocean,Action,0.75,,
Orc Attack,ZXSPECTRUM,"Phil Snell, Dean Lock",Creative Sparks,Action,,,
Ordyne,FBNEO,Namco,Namco,Shoot'em up / Horizontal,0.6,,
Oriental Legend / Xi You Shi E Zhuan,FBNEO,IGS,IGS,Fight / 2.5D,0.7,,
Osman,FBNEO,Mitchell,Mitchell,Platform / Fighter Scrolling,0.7,,
Othello Shiyouyo,SEGASTV,Success,Success,Asiatic board game / Othello,0.7,,
Out Run,FBNEO,SEGA,SEGA,"Race, Driving, Race 3Rd Pers. View",0.8,,
Out Run,PCENGINE,NEC,SEGA,"Race, Driving",0.65,,
Out Run,ZXSPECTRUM,SEGA,U.S. Gold,"Race, Driving",,,
Out Run 3-D,MASTERSYSTEM,SEGA,SEGA,"Race, Driving",,,
Out Zone,FBNEO,Toaplan,Toaplan,Shooter / Run and Gun,0.7,,
Outlaw,ZXSPECTRUM,"Bizarre Computer Productions, Martin Severn",Players Premier Software,Shoot'em Up,,,
Outtrigger,DREAMCAST,AM2,SEGA,"Shooter / 3Rd Person, Shooter",0.6,,
Over Horizon,NES,Pixel,Takara,Shoot'em up / Horizontal,0.8,,
Over Top,FBNEO,ADK,SNK,"Race, Driving / Race",0.9,,
Over Top,NEOGEO,ADK,SNK,"Race, Driving / Race",0.9,,
Overlander,ZXSPECTRUM,Elite Systems,Elite Systems,"Race, Driving",,,
Overlord,NES,Probe Software,Virgin,Strategy,0.4,,
Override,PCENGINE,Sting Entertainment,Data East,Shoot'em up / Vertical,0.75,,
P-47 - The Freedom Fighter,PCENGINE,NMK,Aicom,Shoot'em up / Horizontal,0.8,,
P-47 - The Phantom Fighter,FBNEO,Jaleco,Jaleco,Shoot'em up / Horizontal,0.5,,
P-47 Aces,FBNEO,Jaleco,Jaleco,Shoot'em up / Horizontal,0.7,,
P.O.W.: Prisoners of War,FBNEO,SNK,SNK,Fight / 2.5D,0.7,,
Pac-In-Time,GB,Atreid Concept SA,Namco,Platform,0.7,,
Pac-Land,FBNEO,Namco,Namco,Platform / Run Jump Scrolling,0.8,,
Pac-Land,ZXSPECTRUM,Namco,Grandslam Entertainment Ltd.,Action,,,
Pac-Man,FBNEO,Coleco,Coleco,Action / Labyrinth,,,
Pac-Man,NES,Namco,Namco,"Action, Action / Labyrinth",0.8,,
Pac-Man : Special Color Edition,GBC,Namco,Namco,Action / Labyrinth,0.8,,
Pac-Mania,MASTERSYSTEM,Tecmagik,Tecmagik,"Action, Action / Labyrinth",0.6,,
Pac-Mania,MEGADRIVE,Sculptured Software,,"Action, Action / Labyrinth",0.6,,
Pac-Mania,ZXSPECTRUM,Namco,Grandslam Entertainment Ltd.,Action / Labyrinth,0.8,,
Pandora's Palace,FBNEO,Konami,Konami,Platform / Run Jump,0.9,,
Panic Bomber,NEOGEO,SNK,Hudson,Puzzle-Game / Fall,0.65,,
Panic Bomber,VIRTUALBOY,Hudson,Nintendo,Puzzle-Game,0.65,,
Panzer Dragoon,SATURN,Team Andromeda,SEGA,Action,0.8,,
Paper Mario,N64,Intelligent Systems,Nintendo,Role Playing Games,0.8,,
Paper Mario : The Thousand-Year Door,GAMECUBE,Intelligent Systems,Nintendo,Role Playing Game / Japanese RPG,0.95,,
Papyrus,GBC,Dupuis,Ubisoft,Platform,0.7,,
Para Academy,ZXSPECTRUM,"Ian Richards, John Cassells",Zeppelin Games,Sports,,,
PaRappa the Rapper (USA),PSX,Nanaon-Sha,Sony,Music And Dance,0.6,,
Parasite Eve (USA),PSX,Squaresoft,Squaresoft,"Adventure / Survival Horror, Adventure",0.8,,
Parasite Eve II (Europe),PSX,Squaresoft,Squaresoft,"Adventure / Survival Horror, Adventure",0.8,,
Parodius Da!,FBNEO,Konami,Konami,Shoot'em up / Horizontal,0.9,,
Pebble Beach - The Great Shot,SEGASTV,T&E Soft,T&E Soft,Sports / Golf,0.7,,
Peggle,PSP,PopCap Games,PopCap Games,Action,0.65,,
Pengo,FBNEO,,,Action / Labyrinth,0.9,,
Penguin Brothers,FBNEO,Ago,Subsino,Platform,0.9,,
Penguin-kun Wars,FBNEO,UPL,UPL,Sports / Dodgeball,0.7,,
Penny Racers,N64,Locomotive Corporation,THQ,"Race, Driving",0.4,,
Pepper II,COLECOVISION,Exidy,Coleco,Action,0.8,,
Perfect Dark,N64,Rareware,Rareware,"Shoot'em Up, Shooter / 1St Person, Shooter",0.8,,
Perfect Dark Recompiled,PORTS,fgsfdsfgs,,Shooter,,,
Persona 2: Eternal Punishment,PSP,Atlus,"Atlus Co., Ltd.",Role-Playing,,,
PES 2011 : Pro Evolution Soccer,PS2,Konami,Konami,Sports / Football (Soccer),0.7,,
PGA European Tour,GB,Unexpected Development,Malibu Games,Sports / Golf,0.45,,
PGA Tour 96,GB,Unexpected Development,Electronic Arts,Sports / Golf,0.65,,
PGA Tour Golf,MEGADRIVE,Sterling Silver Software,Electronic Arts,"Sports, Sports / Golf",0.6,,
PGA Tour Golf II,MEGADRIVE,Polygames,Electronic Arts,"Sports, Sports / Golf",,,
Phantasy Star,MASTERSYSTEM,SEGA,SEGA,Role Playing Games,0.8,,
Phantasy Star II,MEGADRIVE,SEGA,SEGA,Role Playing Games,0.6,,
Phantasy Star III : Generations of Doom,MEGADRIVE,SEGA,SEGA,Role Playing Games,0.8,,
Phantom Air Mission,GB,Imagineer,Activision,Simulation,0.6,,
Phelios,FBNEO,Namco,Namco,Shoot'em up / Vertical,0.6,,
Phoenix,FBNEO,Amstar,Centuri,Shoot'em Up,0.8,,
Pikmin,GAMECUBE,Nintendo,Nintendo,Strategy,0.8,,
Pikmin 2,GAMECUBE,Nintendo,Nintendo,Strategy,0.8,,
Pilotwings 64,N64,Nintendo,Nintendo,"Strategy, Simulation",0.8,,
Pinball Deluxe,GB,Spidersoft,GameTek,Compilation,0.75,,
Pinball Dreams,GB,Digital Illusions,GameTek,Pinball,0.5,,
Pinball Fantasies,JAGUAR,Spidersoft,20Th Century Fox,Pinball,0.4,,
Pinball Mania,GB,Spidersoft Limited,GameTek,Pinball,0.4,,
Pink Panther : Pinkadelic Pursuit,GBA,SuperEmpire Interactive,Wanadoo Edition,Platform,0.75,,
Pinocchio,MEGADRIVE,Virgin Interactive,Disney Interactive,Platform / Run Jump Scrolling,0.65,,
Pinocchio,SNES,Virgin Interactive,Disney Interactive,Action,0.7,,
Pitfall : The Mayan Adventure,JAGUAR,Imagitec Design,Activision,"Platform, Platform / Run Jump",0.8,,
Pitfall : The Mayan Adventure,SEGA32X,Big Bang Software,Activision,Platform / Run Jump,0.6,,
Pitfall II: Lost Caverns,COLECOVISION,Activision,Activision,Platform,0.7,,
Pitfall!,COLECOVISION,Activision,Activision,Platform,0.8,,
Pitstop,COLECOVISION,Epyx,Epyx,Simulation,0.6,,
Platoon,ZXSPECTRUM,Ocean,Ocean,Action,0.9,,
Player Manager 2001,GBC,G3 Interactive,THQ,Simulation,0.65,,
Pleasure Goal : 5 on 5 Mini Soccer,FBNEO,Saurus,SNK,Sports / Soccer,0.75,,
Pleasure Goal : 5 on 5 Mini Soccer,NEOGEO,Saurus,SNK,Sports / Soccer,0.75,,
Plotting,FBNEO,Taito,Taito,Puzzle-Game / Throw,0.8,,
Plotting,ZXSPECTRUM,Taito,Ocean,Strategy,,,
Plus Alpha,FBNEO,Jaleco,Jaleco,Shoot'em up / Vertical,0.7,,
Pochi and Nyaa,NEOGEO,Aiky,Taito,Puzzle-Game / Fall,0.7,,
Pocket Gal Deluxe,FBNEO,,Data East,Sports / Pool,0.7,,
Pocket GT,GBC,M2TO,Interplay,"Race, Driving",0.75,,
Pocky & Rocky,SNES,Natsume,Natsume,Action,0.85,,
Pogo,ZXSPECTRUM,R&R Software,Ocean,Action,,,
Pokémon : Blue Version,GB,Game Freak,Nintendo,Role playing games,0.9,,
Pokémon : Red Version,GB,Game Freak,Nintendo,Role playing games,0.9,,
Pokémon Pinball : Ruby & Sapphire,GBA,Jupiter Corporation,Nintendo,Pinball,0.6,,
Pokémon Puzzle League,N64,Nintendo,Nintendo,Puzzle-Game,0.8,,
Pokémon Sapphire Version,GBA,Game Freak,Nintendo,Role Playing Games,0.8,,
Pokémon Snap,N64,HAL Laboratory,Nintendo,Simulation,0.6,,
Pokémon Stadium,N64,HAL Laboratory,Nintendo,"Strategy, Fight",0.6,,
Pokémon Stadium 2,N64,HAL Laboratory,Nintendo,"Strategy, Fight",0.6,,
Pokémon Yellow Special Pikachu Edition,GB,Game Freak,Nintendo,Role Playing Games,0.8,,
Pong : The Next Level,GBC,Eastridge Technology,Hasbro Interactive,Puzzle-Game,1,,
Pooyan,FBNEO,Konami,Stern,Shooter / 3rd person,0.9,,
Pop 'n Bounce,NEOGEO,SNK,SNK,Action / Breakout games,0.7,,
Pop'n Twinbee,SNES,Konami,Konami,Action,0.95,,
Pop'n Twinbee - Rainbow Bell Adventure,SNES,Konami,Konami,Platform,0.75,,
Popeye,COLECOVISION,Nintendo,Parker Brothers,Action,0.8,,
Popeye,FBNEO,Nintendo,Nintendo,Platform / Run Jump,0.9,,
Popeye,ZXSPECTRUM,dk'tronics,dk'tronics,Action,,,
Popeye 2,ZXSPECTRUM,Bizarre Developments,Alternative Software,Action,,,
Popful Mail,SEGACD,Working Designs,SEGA,Action,0.75,,
Populous,GB,Bullfrog,Electronic Arts,Strategy,0.5,,
Poseidon - Planet Eleven,ZXSPECTRUM,PAL Developments,HiTech Software,Adventure,,,
Power Blade 2,NES,Natsume,Taito,Platform,0.8,,
Power Drive Rally,JAGUAR,Rage Software,Time Warner Interactive,"Race, Driving",0.6,,
Power Instinct,MEGADRIVE,Atlus,Atlus,Action,0.7,,
Power Monger,MEGADRIVE,Bullfrog,Electronic Arts,Strategy,0.8,,
Power Spikes II,NEOGEO,Video System,Taito,Sports / Volleyball,0.7,,
Power Stone,DREAMCAST,Capcom,Eidos Interactive,Fight,0.8,,
Power Stone 2,DREAMCAST,Capcom,Eidos Interactive,Fight,0.8,,
Power Stone Collection,PSP,Capcom,Capcom,Compilation,0.9,,
Power Strike,MASTERSYSTEM,SEGA,SEGA,"Shoot'em Up, Shoot'em Up / Vertical",0.6,,
Prehistoric Isle 2,NEOGEO,Yumekobo,SNK,Shoot'em up / Horizontal,0.7,,
Prehistoric Isle in 1930,FBNEO,SNK,SNK,Shoot'em up / Horizontal,0.7,,
Prehistorik Man,GB,Titus,Titus,Platform,0.55,,
Prehistorik Man,SNES,Titus,Titus,Action,0.85,,
Pretty Soldier Sailor Moon,FBNEO,Gazelle,Banpresto,Fight / 2.5D,0.8,,
Primal Rage,SATURN,Probe Entertainment,Time Warner Interactive,Action,0.5,,
Primal Rage,SEGA32X,Time Warner Interactive,SEGA,Action,0.7,,
Prince Naseem Boxing,GBC,Virtucraft,THQ,Sports / Boxing,,,
Prince of Persia,MASTERSYSTEM,Domark,SEGA,Platform,0.8,,
Prince of Persia,NES,Brøderbund Software,Mindscape,Platform,0.6,,
Prince of Persia,SNES,Arsys,Konami,Action,0.75,,
Prince of Persia : The Sands of Time,PS2,Ubisoft,Ubisoft,Platform,0.9,,
Prince of Persia: The Sands of Time,GAMECUBE,Ubisoft,Ubisoft,Platform,0.9,,
Princess Clara Daisakusen,SEGASTV,Atlus,Atlus,Action / Labyrinth,0.6,,
Prison Riot,ZXSPECTRUM,Players Software,Players Software,Action,,,
Pro Darts,GBC,Vicarious Vision,Vatical Entertainment,Sports / Darts,,,
Pro Mahjong Kiwame S,SEGASTV,Athena,Athena,Asiatic board game / Mahjong,,,
Pro Pool,GBC,Blade Interactive,Codemasters,Sports / Pool,0.65,,
Pro Yakyuu World Stadium '91,PCENGINE,Namco,Namco,Sports / Baseball,0.2,,
Pro-Pinball,SATURN,Cunning Developments,Interplay,Pinball,0.7,,
Probotector,NES,Konami,Konami,Platform,0.8,,
Probotector 2 - Return Of The Evil Forces,NES,Konami,Konami,Platform / Shooter Scrolling,0.85,,
Progear,FBNEO,Cave,Capcom,"Shoot'em Up / Horizontal, Shoot'em Up",0.8,,
Project Justice,DREAMCAST,Capcom,Virgin Interactive,Fight,0.8,,
Protector : Special Edition,JAGUAR,Bethesda Softworks,Songbird Productions,Shoot'em Up,0.85,,
Psycho Chaser,PCENGINE,Sting Entertainment,Naxat Soft,Action,0.65,,
Psycho-Nics Oscar,FBNEO,Data East,Data East,Platform / Shooter Scrolling,0.6,,
Pu·Li·Ru·La,FBNEO,Taito,Taito,Fight / 2.5D,0.7,,
Puck Man,FBNEO,,Namco,Action / Labyrinth,0.9,,
Pulstar,FBNEO,Aicom,SNK,Shoot'em up / Horizontal,0.85,,
Pulstar,NEOGEO,Aicom,SNK,Shoot'em up / Horizontal,0.85,,
Punch-out!!,FBNEO,Nintendo,Nintendo,Sports / Boxing,0.6,,
Punk Shot,FBNEO,Konami,Konami,Sports / Basketball,0.6,,
Pururun,FBNEO,Metro 3D,Banpresto,Various,0.7,,
Putt & Putter,MASTERSYSTEM,Sims,SEGA,"Sports, Sports / Golf",0.6,,
Putty Squad,SNES,System 3 Software,Ocean,Action,0.55,,
Puyo Puyo Sun,SEGASTV,Compile,Compile,Puzzle-Game / Fall,0.75,,
Puzz Loop,FBNEO,Mitchell,Mitchell,Puzzle-Game / Throw,0.9,,
Puzz Loop 2,FBNEO,Mitchell,Mitchell,Puzzle-Game / Throw,0.7,,
Puzzle & Action : Tanto-R,MEGADRIVE,SEGA,SEGA,Puzzle-Game,0.8,,
Puzzle & Action: Treasure Hunt,SEGASTV,SEGA,SEGA,Compilation,0.7,,
Puzzle Bobble,NEOGEO,Taito,Taito,Puzzle-Game / Throw,0.8,,
Puzzle Bobble 2,NEOGEO,Taito,Taito,Puzzle-Game / Throw,0.75,,
Puzzle Bobble 4,FBNEO,Taito,Taito,Puzzle-Game / Throw,0.9,,
Puzzle Club,SEGASTV,Yun Sung,Yun Sung,Action / Breakout games,0.7,,
Puzzle De Pon!,FBNEO,Visco,SNK,Puzzle-Game / Throw,0.85,,
Puzzle De Pon!,NEOGEO,Visco,SNK,Puzzle-Game / Throw,0.85,,
Puzzle Master,GBC,Metro 3D,Metro 3D,Puzzle-Game,,,
Puzzle Uo Poko,FBNEO,Cave,Jaleco,Puzzle-Game / Fall,0.85,,
Puzzled,FBNEO,SNK,SNK,Puzzle-Game / Fall,0.5,,
Puzzled,NEOGEO,SNK,SNK,Puzzle-Game / Fall,0.5,,
Puzznic,ZXSPECTRUM,Taito,Ocean,Strategy,,,
pygun,PYGAME,,,,,,
Pyjamarama,ZXSPECTRUM,Mikro-Gen Ltd,Mikro-Gen Ltd,Adventure,0.75,,
Q*bert,COLECOVISION,D. Gottlieb & Co.,Parker Brothers,Puzzle-Game,0.8,,
Q*bert,FBNEO,D. Gottlieb & Co.,D. Gottlieb & Co.,Platform / Run Jump,0.9,,
Q*bert's Qubes,COLECOVISION,Mylstar Electronics,Parker Brothers,Puzzle-Game,0.8,,
Q10 Tankbuster,ZXSPECTRUM,"Ian Richards, John Cassells",Zeppelin Games,Shoot'em Up,,,
Qix,FBNEO,Taito,Taito,Puzzle-Game,0.9,,
QuackShot Starring Donald Duck,MEGADRIVE,Disney Interactive,SEGA,"Platform, Action",0.6,,
Quake,TYRQUAKE,,,,0,,
Quake II,N64,Raster Productions,Activision,"Shooter, Shooter / 1St Person",0.4,,
Quartet,MASTERSYSTEM,SEGA,SEGA,Platform,0.6,,
Quazatron,ZXSPECTRUM,Graftgold,Erbe Software,Action,0.7,,
Quest : Fantasy Challenge,GBC,Imagineer,Sunsoft,Action / Labyrinth,,,
Quest for Camelot,GBC,Titus,Nintendo,Adventure,0.55,,
Quest for Quintana Roo,COLECOVISION,VSS,Sunrise Software,Adventure,0.45,,
Quick Draw McGraw,ZXSPECTRUM,"Twilight, Sean Conran",HiTech Software,Shoot'em Up,,,
Quiz Toukou Shashin,PCENGINE,Games Express,Games Express,Quiz,,,
R-Type,FBNEO,Irem,Irem,Shoot'em up / Horizontal,0.9,,
R-Type,MASTERSYSTEM,Compile,SEGA,"Shoot'em Up, Shoot'em Up / Horizontal",0.8,,
R-Type,PCENGINE,Irem,NEC,"Shoot'em Up, Shoot'em Up / Horizontal",0.6,,
R-Type II,FBNEO,Irem,Irem,Shoot'em up / Horizontal,0.9,,
R-Type III,SNES,Jaleco,Irem,Shoot'em up / Horizontal,0.9,,
R-Type Leo,FBNEO,Irem,Irem,Shoot'em up / Horizontal,0.8,,
R.B.I. Baseball 3,MEGADRIVE,Tengen,Atari,"Sports, Sports / Baseball",,,
R.B.I. Baseball 4,MEGADRIVE,Tengen,Atari,"Sports, Sports / Baseball",0.8,,
R.C. Pro-Am,NES,Rareware,Nintendo,"Race, Driving",0.6,,
R.C. Pro-Am II,NES,Rareware,Tradewest,"Race, Driving",0.6,,
"R4 : Ridge Racer Type 4 (Japan,USA)",PSX,Namco,Sony Computer Entertainment,"Race, Driving",0.8,,
Race Days,GB,Gremlin Interactive,GameTek,"Race, Driving",0.6,,
Radiant Silvergun,SEGASTV,Treasure,SEGA,Shoot'em up / Vertical,0.7,,
Rage of the Dragons,FBNEO,Evoga / Playmore,Playmore,Fight / Versus,0.7,,
Rage of the Dragons,NEOGEO,Evoga / Playmore,Playmore,Fight / Versus,0.7,,
Raiden,FBNEO,Seibu Kaihatsu,Fabtek,Shoot'em up / Vertical,0.9,,
Raiden,JAGUAR,Imagitec Design,Atari,Shoot'em up / Vertical,0.8,,
Raiden,PCENGINE,Seibu Kaihatsu,NEC,"Shoot'em Up, Action, Shoot'em Up / Vertical",0.6,,
Raiden Fighters 2 - Operation Hell Dive,FBNEO,Seibu Kaihatsu,Seibu Kaihatsu,Shoot'em up / Vertical,0.8,,
Raiden Fighters Jet,FBNEO,Seibu Kaihatsu,Seibu Kaihatsu,Shoot'em up / Vertical,0.9,,
Raiden II,FBNEO,Seibu Kaihatsu,Seibu Kaihatsu,Shoot'em up / Vertical,0.9,,
Raiga - Strato Fighter,FBNEO,Tecmo,Tecmo,Shoot'em up / Horizontal,0.5,,
Rainbow Islands - The Story of Bubble Bobble 2,ZXSPECTRUM,Taito,Ocean,Action,0.7,,
Rainbow Islands Extra,MEGADRIVE,Taito,Taito,Action,,,
Rally X,FBNEO,Namco,Namco,Action / Labyrinth,0.8,,
Rambo : First Blood Part II,MASTERSYSTEM,SEGA,SEGA,"Shooter / Run And Gun, Shooter",0.6,,
Rambo III,FBNEO,Ocean,SEGA,Shooter / 3rd person,0.6,,
Rambo III,ZXSPECTRUM,Ocean,Ocean,Action,0.7,,
Rampage,FBNEO,Bally Midway,Barcrest / Red Gaming,Fight,0.9,,
Rampage,MASTERSYSTEM,SEGA,SEGA,"Fight / 2D, Fight",0.6,,
Rampage,NES,Data East,Data East,Fight,0.6,,
Rampage : World Tour,N64,Saffire,GT Interactive,Puzzle-Game,0.6,,
Rampage: World Tour,FBNEO,Game Refuge,Midway,Fight,0.9,,
Rana Rama,ZXSPECTRUM,Graftgold,Hewson,Adventure,,,
Rastan,FBNEO,Taito,Taito,Platform / Fighter Scrolling,0.9,,
Rastan,MASTERSYSTEM,Taito,Taito,"Platform, Platform / Fighter Scrolling",0.6,,
Rastan,ZXSPECTRUM,Taito,Imagine Software,Action,0.7,,
Raster Runner,ZXSPECTRUM,Hitech Studio Designs,Mastertronic Plus,Action,,,
Rat Attack!,N64,Pure Entertainment,Mindscape,"Various, Puzzle-Game",0.6,,
Ratchet & Clank,PS2,Insomniac Games,Sony Computer Entertainment,Platform / Shooter Scrolling,0.9,,
Ratchet & Clank - Size Matters,PSP,High Impact Games,Sony Computer Entertainment,Platform,0.85,,
Ratchet & Clank : Going Commando,PS2,Insomniac Games,Sony Computer Entertainment,Platform / Shooter Scrolling,0.9,,
Ratchet & Clank : Up Your Arsenal,PS2,Insomniac Games,Sony Computer Entertainment,Platform / Shooter Scrolling,0.9,,
Rayman,JAGUAR,Ubisoft,Ubisoft,Platform,0.8,,
Rayman : Raving Rabbids,PS2,Ubisoft,Ubisoft,Casual Game,0.75,,
Rayman 2 : Revolution,PS2,Ubisoft,Ubisoft,Platform,0.85,,
Rayman 2 : The Great Escape,DREAMCAST,Ubisoft,Ubisoft,Platform,0.8,,
Rayman 3 : Hoodlum Havoc,GAMECUBE,Ubisoft,Ubisoft,Platform,0.9,,
Rayman Origins,WII,Ubisoft,Ubisoft,Action,0.9,,
Razor Freestyle Scooter,GBC,Crawfish Interactive,Crave Entertainment,Sports,0.75,,
RBI Baseball '95,SEGA32X,Atari,Time Warner Interactive,Sports / Baseball,0.5,,
Re-Volt,DREAMCAST,Acclaim,Acclaim,"Race, Driving",0.6,,
Ready 2 Rumble Boxing,DREAMCAST,Midway,Midway,"Sports / Boxing, Sports",0.8,,
Ready 2 Rumble Boxing,N64,Point Of View,Midway,"Sports, Sports / Boxing",0.6,,
Real Bout Fatal Fury,NEOGEO,SNK,SNK,Fight / Versus,0.9,,
Real Bout Fatal Fury 2 - The Newcomers,FBNEO,SNK,SNK,Fight / Versus,0.9,,
Real Bout Fatal Fury 2 - The Newcomers,NEOGEO,SNK,SNK,Fight / Versus,0.9,,
Real Bout Fatal Fury Special,NEOGEO,SNK,SNK,Fight / Versus,0.9,,
